seed,track,category,target,model,encoder,seconds,n_pairs,n_responses,positive_rate,pr_auc,roc_auc,top1,ndcg@3,brier,pr_auc_lo,pr_auc_hi,top1_lo,top1_hi
13,en,vpn,y_top,M3_named,bert-base-uncased,875,18525,975,0.05263157894736842,0.7436225232496874,0.9723632113375702,0.7569230769230769,0.8781530623040334,0.0333863447485632,0.6375671368040149,0.8574342749928117,0.6459189346931253,0.8632882971170723
13,en,vpn,y_top,M3_masked,bert-base-uncased,839,18525,975,0.05263157894736842,0.35696503508099137,0.9203859741398204,0.4430769230769231,0.6498360249304096,0.04945924791360808,0.2934938844989282,0.4510649649987663,0.3259006978202917,0.552407306434024
