seed,track,category,target,model,encoder,seconds,n_pairs,n_responses,positive_rate,pr_auc,roc_auc,top1,ndcg@3,brier,pr_auc_lo,pr_auc_hi,top1_lo,top1_hi
7,tr,vpn,y_top,M3_named,dbmdz/bert-base-turkish-cased,30,1083,57,0.05263157894736842,0.1463305352260954,0.7235474162990321,0.15789473684210525,0.32539364962406425,0.0512030183342929,0.07103376298913829,0.3044442619835662,0.0,0.3466836734693873
7,tr,vpn,y_top,M3_masked,dbmdz/bert-base-turkish-cased,26,1083,57,0.05263157894736842,0.1200906854909007,0.7186570226736432,0.17543859649122806,0.38491626823308833,0.05987569513754833,0.11589328986604625,0.17784069419603984,0.08317307692307693,0.27450980392156865
