seed,track,category,target,model,encoder,seconds,n_pairs,n_responses,positive_rate,pr_auc,roc_auc,top1,ndcg@3,brier,pr_auc_lo,pr_auc_hi,top1_lo,top1_hi
7,en,hosting,y_top,M3_named,bert-base-uncased,310,26460,735,0.027777777777777776,0.20993891673053425,0.9302732856018986,0.1414965986394558,0.5140159112050672,0.038517699379228304,0.17928611847524512,0.2644851620527328,0.054687969146347784,0.273650504344352
7,en,hosting,y_top,M3_masked,bert-base-uncased,300,26460,735,0.027777777777777776,0.13840767730627815,0.9025947125205769,0.14829931972789115,0.34952690189504804,0.03935853819711766,0.12329534938241364,0.18892429096111216,0.10255107480582962,0.22202516331244793
