seed,track,category,target,model,encoder,seconds,n_pairs,n_responses,positive_rate,pr_auc,roc_auc,top1,ndcg@3,brier,pr_auc_lo,pr_auc_hi,top1_lo,top1_hi
7,tr,vpn,y_top,M3_named,dbmdz/bert-base-turkish-cased,53,1083,57,0.05263157894736842,0.19105200305660314,0.7694333299134776,0.15789473684210525,0.31244381641604524,0.04996979978095203,0.11639565887563179,0.3100525830251963,0.04472814498933902,0.3001086956521738
7,tr,vpn,y_top,M3_masked,dbmdz/bert-base-turkish-cased,47,1083,57,0.05263157894736842,0.16453886823475652,0.761447966895797,0.19298245614035087,0.34753153571429085,0.05526341778759947,0.15828401754870747,0.2524590720426978,0.07692307692307693,0.3160765550239232
