seed,track,category,target,model,encoder,seconds,n_pairs,n_responses,positive_rate,pr_auc,roc_auc,top1,ndcg@3,brier,pr_auc_lo,pr_auc_hi,top1_lo,top1_hi
7,en,travel,y_top,M3_named,bert-base-uncased,311,20763,769,0.037037037037037035,0.6424973537930769,0.9501831368656372,0.7555266579973993,0.8152039517694613,0.022056114587551093,0.3376737903129784,0.920940035718606,0.4747997213514455,0.9659142248026851
7,en,travel,y_top,M3_masked,bert-base-uncased,307,20763,769,0.037037037037037035,0.5583007995307698,0.887598756870234,0.576072821846554,0.7062475418586338,0.029170846459756428,0.3535570237233032,0.7426377512801373,0.3829851732237229,0.7354979996021308
