seed,track,category,target,model,encoder,seconds,n_pairs,n_responses,positive_rate,pr_auc,roc_auc,top1,ndcg@3,brier,pr_auc_lo,pr_auc_hi,top1_lo,top1_hi
7,en,vpn,y_top,M3_named,bert-base-uncased,845,18525,975,0.05263157894736842,0.638958603406349,0.9707255752794215,0.681025641025641,0.8457101083516537,0.03994284079622964,0.49221083069607025,0.7692669025007477,0.5467834396276825,0.8007398627782544
7,en,vpn,y_top,M3_masked,bert-base-uncased,780,18525,975,0.05263157894736842,0.3541942358130078,0.920071999415589,0.47384615384615386,0.6629864169487245,0.05609618274518889,0.28237817243185365,0.439106279050775,0.3632011775829465,0.5633896364118178
