seed,track,category,target,model,encoder,seconds,n_pairs,n_responses,positive_rate,pr_auc,roc_auc,top1,ndcg@3,brier,pr_auc_lo,pr_auc_hi,top1_lo,top1_hi
7,tr,cosmetics,y_top,M3_named,dbmdz/bert-base-turkish-cased,11,1776,24,0.013513513513513514,0.05476451617581587,0.6649543378995434,0.16666666666666666,0.23462207306547742,0.023534527753430293,0.04330598890705153,0.22579433145470879,0.0,0.42857142857142855
7,tr,cosmetics,y_top,M3_masked,dbmdz/bert-base-turkish-cased,6,1776,24,0.013513513513513514,0.07156000501745871,0.7734137176560122,0.041666666666666664,0.09424414613095479,0.02160773223317846,0.060329323791135044,0.15339509716354705,0.0,0.2
