seed,track,category,target,model,encoder,seconds,n_pairs,n_responses,positive_rate,pr_auc,roc_auc,top1,ndcg@3,brier,pr_auc_lo,pr_auc_hi,top1_lo,top1_hi
13,tr,vpn,y_top,M3_named,dbmdz/bert-base-turkish-cased,57,1083,57,0.05263157894736842,0.188619700867675,0.7929961355630792,0.21052631578947367,0.42230100075188587,0.04975888877849878,0.13407740229579154,0.2773118193550898,0.11538461538461539,0.29508196721311475
13,tr,vpn,y_top,M3_masked,dbmdz/bert-base-turkish-cased,47,1083,57,0.05263157894736842,0.12611468674072948,0.7423224239937074,0.07017543859649122,0.2685841672932382,0.05348107756081035,0.11946821125733174,0.15772131350886695,0.038461538461538464,0.08928571428571429
