seed,track,category,target,model,encoder,seconds,n_pairs,n_responses,positive_rate,pr_auc,roc_auc,top1,ndcg@3,brier,pr_auc_lo,pr_auc_hi,top1_lo,top1_hi
42,en,vpn,y_top,M3_named,bert-base-uncased,815,18525,975,0.05263157894736842,0.7582308441286312,0.9769754401344145,0.7282051282051282,0.8730608606080635,0.02988473744916125,0.5852910082531725,0.8852776311603581,0.5646445603901645,0.8838992310805341
42,en,vpn,y_top,M3_masked,bert-base-uncased,845,18525,975,0.05263157894736842,0.3758422424588127,0.9352480677916575,0.48615384615384616,0.6998725157216186,0.04639735402568543,0.3233962333413422,0.4408202197052888,0.39236951596292485,0.5716489961580246
