seed,track,category,target,model,encoder,seconds,n_pairs,n_responses,positive_rate,pr_auc,roc_auc,top1,ndcg@3,brier,pr_auc_lo,pr_auc_hi,top1_lo,top1_hi
7,en,editors,y_top,M3_named,bert-base-uncased,446,32610,1087,0.03333333333333333,0.841158194525643,0.964677008516525,0.8923643054277829,0.9091645441648049,0.007635890545834473,0.6226192414750806,1.0,0.7699101170568562,1.0
7,en,editors,y_top,M3_masked,bert-base-uncased,438,32610,1087,0.03333333333333333,0.4272565531325351,0.9060961927858576,0.4296228150873965,0.6374524435832636,0.02955388178266201,0.3589624752584056,0.5028418147190868,0.35236066623959006,0.5238268070684031
